row_index,fold,y_true,proba,pred
381,0,1,0.7920195677487782,1
382,3,0,0.1360438983537147,0
383,3,1,0.8327071486558663,1
384,3,1,0.8004184963185603,1
385,0,1,0.21599931658815158,0
386,1,1,0.3853526845649761,0
387,0,1,0.6335620644224593,1
388,0,1,0.9247207704588272,1
389,0,1,0.6628625241280895,1
390,2,1,0.7866311462087028,1
391,0,0,0.20291620913496447,0
392,1,1,0.8904070372098876,1
393,1,0,0.16390659136687344,0
394,2,1,0.8654834699702436,1
395,0,1,0.7454869316887849,1
396,4,1,0.5797257550293557,1
397,4,0,0.06094903175126752,0
398,3,0,0.1524692504308368,0
399,3,0,0.5232719642887924,1
400,1,1,0.9604170343762539,1
401,4,0,0.41501519980115725,0
402,0,0,0.14504377778265629,0
403,4,0,0.7050874454246272,1
404,1,0,0.14763352477482103,0
405,0,0,0.09287467933727481,0
406,0,0,0.11315187672954223,0
407,1,0,0.08955976832017427,0
408,4,1,0.9567610233758916,1
409,2,1,0.7924298330026354,1
410,0,0,0.07317130761050993,0
411,4,1,0.5353100071657783,1
412,3,1,0.7545419855224431,1
413,3,1,0.8199866089121272,1
414,4,1,0.970059385525314,1
415,3,1,0.9504726692357325,1
416,4,1,0.9603043641734266,1
417,2,1,0.6117005538224994,1
418,2,1,0.9611751086139588,1
419,2,1,0.9611751086139588,1
420,3,0,0.2353666617786634,0
421,4,1,0.274943986579995,0
422,4,0,0.6351546539948675,1
423,4,0,0.4011445218395627,0
424,0,1,0.957941978285434,1
425,0,0,0.10639029051953361,0
426,1,1,0.6873941679967027,1
427,3,1,0.8798775185886729,1
428,0,1,0.15365105291750056,0
429,0,1,0.577828311804248,1
430,0,0,0.7006425080860013,1
431,4,0,0.1672069782599197,0
432,4,0,0.17539697165428647,0
433,2,0,0.04040212156746898,0
434,2,1,0.1572723847501676,0
435,2,0,0.8167768004625928,1
436,2,0,0.8377731401959854,1
437,3,1,0.8959759672188006,1
438,3,1,0.8248694402679312,1
439,0,0,0.17786289211303138,0
440,0,1,0.966133316192488,1
441,3,0,0.21630331055708804,0
442,0,1,0.771354647084278,1
443,2,0,0.065870144592432,0
444,4,0,0.19288541572382634,0
445,4,1,0.8052884001329754,1
446,4,1,0.8128094638943968,1
447,4,0,0.03849171979689326,0
448,4,0,0.0883376560820502,0
449,2,1,0.7485201280950462,1
450,2,0,0.12429996236222023,0
451,1,0,0.17679762888020883,0
452,4,0,0.3366849606422087,0
453,1,0,0.3770514249000854,0
454,1,0,0.5807118088699474,1
455,2,1,0.7485201280950462,1
456,3,1,0.9537545289052917,1
457,2,1,0.9675391089786115,1
458,3,1,0.8959759672188006,1
459,3,0,0.6263825016062488,1
460,3,1,0.26242964526457335,0
461,2,0,0.3682446578901885,0
462,0,0,0.2951228243486083,0
463,2,1,0.7556663086941839,1
464,2,0,0.17968098758393225,0
465,1,0,0.1447464510921225,0
466,3,1,0.9728912694211042,1
467,3,1,0.9641666223212478,1
468,3,1,0.9658095021650915,1
469,3,0,0.4408300495385357,0
470,3,1,0.9728912694211042,1
471,3,1,0.8945300181775935,1
472,3,1,0.8793089171910632,1
473,2,1,0.4917978624279379,0
474,1,1,0.6839994689751673,1
475,4,1,0.7519324637721586,1
476,4,1,0.9464256253442719,1
477,3,1,0.5798633746640091,1
478,1,1,0.9588216044857099,1
479,4,0,0.3452746826371773,0
480,2,0,0.09412508358870676,0
481,0,1,0.8215292184750949,1
482,1,1,0.7283542704487488,1
483,4,0,0.22073532858493758,0
484,3,1,0.43342323734206845,0
485,3,0,0.17196030262738893,0
486,0,1,0.21488290147822764,0
487,4,1,0.8402810616270688,1
488,2,0,0.2762165571039875,0
489,2,1,0.8743305297273202,1
490,3,0,0.17721143498980543,0
491,1,0,0.5807118088699474,1
492,0,0,0.676728647782503,1
493,0,1,0.6517215837644252,1
494,0,0,0.17815408427075244,0
495,3,0,0.16327461941608987,0
496,3,0,0.24836234809087956,0
497,1,0,0.05159003443328431,0
498,4,1,0.7347781279514186,1
499,2,1,0.9566764917615778,1
500,2,1,0.96091670509227,1
501,2,1,0.8602808277073419,1
502,2,1,0.9497107297086856,1
503,2,0,0.3106412425318376,0
504,2,1,0.8743305297273202,1
505,2,0,0.13108329820518852,0
506,1,0,0.060096164138576554,0
507,0,0,0.08678130260195599,0
508,3,0,0.25463891467517064,0
509,4,0,0.6738801910172421,1
510,4,1,0.8770965169964551,1
511,0,1,0.1892096296104084,0
512,2,1,0.8654834699702436,1
513,3,1,0.13735343502142344,0
514,4,0,0.10366422352100838,0
515,4,1,0.980078053355124,1
516,3,1,0.953488159451657,1
517,3,1,0.5312095390684987,1
518,1,1,0.9584979643149074,1
519,1,0,0.2901557973174991,0
520,3,1,0.699289481129579,1
521,1,0,0.43246286879101936,0
522,1,0,0.5477511092540598,1
523,1,1,0.48802401254603966,0
524,0,1,0.14346411212949614,0
525,4,0,0.10618223997939119,0
526,3,0,0.19718427208530798,0
527,3,1,0.9484080131960324,1
528,3,1,0.9435362995602018,1
529,3,0,0.1821923478114757,0
530,4,0,0.19573625217906726,0
531,1,1,0.8167757269060741,1
532,4,1,0.742220994324427,1
533,1,0,0.37671806952220666,0
534,1,1,0.9612065659768471,1
535,0,1,0.8796687993402227,1
536,4,1,0.5932864556548463,1
537,0,1,0.9639050457796369,1
538,0,0,0.9608203711205244,1
539,0,1,0.9539720670391024,1
540,0,1,0.9563728202429722,1
541,0,1,0.9658062787624487,1
542,0,0,0.2682525378572095,0
543,0,1,0.951445910291605,1
544,4,0,0.10216723617955464,0
545,0,0,0.3347145747389658,0
546,4,1,0.882472944040109,1
547,4,0,0.37303571949300046,0
548,2,0,0.14945154173892744,0
549,4,1,0.5588621480207526,1
550,1,0,0.8351461344911526,1
551,2,1,0.5742627713702871,1
552,2,0,0.2217732376981935,0
553,4,1,0.7975404205551474,1
554,4,1,0.8878431330327622,1
555,4,1,0.8878431330327622,1
556,4,1,0.8724537282883278,1
557,1,1,0.8015816877287801,1
558,1,1,0.8264852057277093,1
559,0,0,0.1378726047199854,0
560,4,1,0.9105022897994774,1
561,1,0,0.17097593648771764,0
562,0,0,0.5776942723583172,1
563,4,0,0.18079229854379417,0
564,4,0,0.044922458535816376,0
565,0,0,0.7114991402435105,1
566,4,0,0.12551804455687737,0
567,1,0,0.5877070100168849,1
568,4,0,0.09001827234613623,0
569,0,1,0.22284697240680915,0
570,3,1,0.628548525611422,1
571,3,0,0.628548525611422,1
572,2,0,0.7485201280950462,1
573,2,1,0.6571012713187552,1
574,2,1,0.6571012713187552,1
575,2,0,0.12096549110495541,0
576,2,1,0.8344563387265986,1
577,2,1,0.6931325484127505,1
578,0,1,0.8106211591780241,1
579,0,0,0.5354025079451115,1
580,0,1,0.8106211591780241,1
581,0,0,0.10263413670631684,0
582,0,0,0.20424497925780588,0
583,0,0,0.5574964545752166,1
584,0,0,0.35880433462248396,0
585,4,1,0.4011445218395627,0
586,4,0,0.21100339879121,0
587,2,0,0.11418157566271361,0
588,3,1,0.6846417661307216,1
589,0,1,0.948529365792391,1
590,1,1,0.5170074397883127,1
591,1,0,0.7032362432422382,1
592,1,1,0.5477511092540598,1
593,1,1,0.7740896864472323,1
594,2,1,0.29235125481851537,0
595,1,0,0.1277923597704438,0
596,0,1,0.9739348901407285,1
597,0,1,0.9760128151678493,1
598,0,1,0.7347005650102398,1
599,1,1,0.08181095723311808,0
600,0,0,0.04134827945658562,0
601,3,1,0.8714559857355745,1
602,1,1,0.8602419104385464,1
603,3,0,0.13636812989484065,0
604,2,0,0.13019136003469742,0
605,0,1,0.8876463068030419,1
606,4,0,0.1279951675751466,0
607,2,0,0.09858466683822825,0
608,2,0,0.08678400606441698,0
609,4,0,0.6594228651845312,1
610,2,1,0.9523141342187846,1
611,0,1,0.4782153287717755,0
612,1,0,0.08901865011427991,0
613,0,1,0.6255891469749201,1
614,0,1,0.5390764083264554,1
615,0,0,0.3994273216152793,0
616,0,1,0.9772913193202768,1
617,0,1,0.9772913193202768,1
618,3,1,0.17534650129840393,0
619,1,1,0.8640141974713661,1
620,4,0,0.046030802123927836,0
621,1,1,0.9764644423283457,1
622,1,1,0.8832102365171459,1
623,1,1,0.8602419104385464,1
624,1,0,0.5836313225862733,1
625,1,1,0.7048122133119208,1
626,3,1,0.6093832848529396,1
627,1,1,0.24286945739536223,0
628,2,0,0.04394147291595289,0
629,0,1,0.6456570628478387,1
630,0,0,0.22991350918027495,0
631,0,0,0.5530569875429932,1
632,3,1,0.7545419855224431,1
633,4,0,0.742220994324427,1
634,0,0,0.33416021179562877,0
635,3,1,0.22054993355185198,0
636,0,0,0.10037944945503881,0
637,0,1,0.9260081603618489,1
638,0,0,0.12172997423760212,0
639,1,0,0.07794259659376161,0
640,1,0,0.14937977969166735,0
641,2,1,0.5183124392026437,1
642,4,0,0.05478822960613765,0
643,1,0,0.669430389636933,1
644,4,0,0.742220994324427,1
645,2,0,0.7179531160478667,1
646,4,0,0.08311071198818612,0
647,3,0,0.5444316079836947,1
648,3,0,0.6615056402193041,1
649,3,0,0.6615056402193041,1
650,0,1,0.8733876205167774,1
651,1,0,0.2937119369436447,0
652,0,1,0.6214855507151416,1
653,0,1,0.647489341909973,1
654,0,1,0.8106211591780241,1
655,0,0,0.23734602618475406,0
656,2,1,0.8233692481040765,1
657,4,0,0.09299236182589166,0
658,2,0,0.18504076744048198,0
659,1,0,0.11359628938368853,0
660,2,1,0.9639904472563067,1
661,4,1,0.8612191523427579,1
662,0,0,0.4113478844308448,0
663,2,0,0.3926253445998158,0
664,0,1,0.8366238952839061,1
665,3,1,0.9504726692357325,1
666,2,0,0.3505659998548115,0
667,4,1,0.29292811944322183,0
668,2,1,0.5209827588775273,1
669,0,1,0.8852802677909772,1
670,4,0,0.22496346455718144,0
671,0,1,0.9492309320688096,1
672,4,0,0.17799466681039564,0
673,4,1,0.742220994324427,1
674,3,1,0.6451993003452924,1
675,2,1,0.9105894083829107,1
676,2,1,0.7018512292322705,1
677,4,1,0.5036859021427472,1
678,4,1,0.9450634784880337,1
679,0,1,0.95673844569209,1
680,4,0,0.06874220410079407,0
681,4,0,0.09717827736348476,0
682,4,1,0.6369070683391729,1
683,3,0,0.09180492766848278,0
684,0,1,0.5639561608688846,1
685,0,0,0.41078883308944425,0
686,0,1,0.39728587820690486,0
687,0,0,0.6047934187850217,1
688,0,0,0.5776942723583172,1
689,0,1,0.676728647782503,1
690,0,1,0.676728647782503,1
691,3,1,0.8594694735887205,1
692,0,0,0.0676385672667657,0
693,2,0,0.5311997173731214,1
694,4,0,0.06340539491223961,0
695,2,0,0.6119862276289222,1
696,3,1,0.1663768836074484,0
697,3,1,0.12348149345477635,0
698,3,1,0.7122553942319559,1
699,1,0,0.9284409481608585,1
700,3,0,0.13449505258560465,0
701,0,0,0.10533194229212148,0
702,2,0,0.19875727317128833,0
703,0,0,0.9046314595911014,1
704,1,1,0.6269499304018817,1
705,0,0,0.29761214069656305,0
706,0,1,0.9658062787624487,1
707,0,0,0.38538919758799867,0
708,4,1,0.742220994324427,1
709,4,0,0.742220994324427,1
710,4,0,0.20748662776893764,0
711,1,1,0.8925613616690247,1
712,1,0,0.15457596681513464,0
713,3,1,0.9469708582341743,1
714,1,1,0.9397816048474477,1
715,3,1,0.9641666223212478,1
716,3,0,0.2926292835788055,0
717,3,1,0.9658095021650915,1
718,1,0,0.14562111031735,0
719,0,1,0.7715903477514087,1
720,3,0,0.6846417661307216,1
721,4,0,0.5134373039170904,1
722,1,1,0.17714427749376147,0
723,1,0,0.2676293451708094,0
724,4,0,0.1922606886282784,0
725,4,0,0.1802079336582217,0
726,4,1,0.9442190509721243,1
727,3,1,0.9641666223212478,1
728,0,0,0.7559804094895639,1
729,0,0,0.1883416887349463,0
730,0,0,0.47306768093614693,0
731,0,0,0.7114991402435105,1
732,0,1,0.577828311804248,1
733,0,1,0.7228730017724242,1
734,4,0,0.6123064087098692,1
735,1,0,0.15340476322858138,0
736,1,1,0.9280135383651853,1
737,1,1,0.751723158166545,1
738,1,1,0.8482177342518544,1
739,0,0,0.15314775380255485,0
740,1,1,0.6327439289473348,1
741,1,0,0.2221472942742151,0
742,4,0,0.12897694779828411,0
743,1,0,0.0920118005724052,0
744,1,1,0.7949510738912271,1
745,1,1,0.9773924293735998,1
746,2,0,0.1275268764331877,0
747,2,1,0.6303855161102141,1
748,4,0,0.6351546539948675,1
749,2,0,0.14200813284962419,0
750,4,0,0.1806240796443849,0
751,4,0,0.20069562405649288,0
752,4,1,0.9325085205372822,1
753,1,1,0.6873941679967027,1
754,0,0,0.5776942723583172,1
755,3,0,0.04821114555648573,0
756,2,1,0.7882968724738014,1
757,2,1,0.9005750278006434,1
758,4,0,0.11684053030812563,0
759,0,1,0.957941978285434,1
760,0,0,0.17331212843371238,0
761,1,1,0.845708558607053,1
762,2,0,0.23307170310861514,0
763,1,1,0.8832102365171459,1
764,0,1,0.449896229312716,0
765,0,0,0.1513930988638824,0
766,1,1,0.5477511092540598,1
767,1,0,0.3007922024019569,0
768,2,1,0.7556663086941839,1
769,2,0,0.23563569847776195,0
770,2,0,0.1908890490038307,0
771,2,1,0.7698150370282687,1
772,3,0,0.15875071590375264,0
773,3,1,0.8937772342157615,1
774,3,1,0.7559108674179081,1
775,1,1,0.7949510738912271,1
776,3,0,0.6823929832940866,1
777,2,0,0.15924614882151245,0
778,1,0,0.628087324211374,1
779,4,1,0.9029915871421049,1
780,1,1,0.6873941679967027,1
781,1,1,0.8770333846089994,1
782,0,0,0.11412506954007566,0
783,0,1,0.34176811075571745,0
784,2,1,0.7948744638590723,1
785,1,1,0.9502767663094301,1
786,4,0,0.22432829729433518,0
787,2,1,0.6303855161102141,1
788,2,1,0.40261711499973435,0
789,3,0,0.16100347556361583,0
790,3,1,0.22457486437412907,0
791,0,1,0.5835851429866159,1
792,3,1,0.08319731532263376,0
793,3,1,0.9504726692357325,1
794,1,0,0.08066750907807847,0
795,3,0,0.10813351518933059,0
796,4,0,0.27635159904471346,0
797,2,0,0.34403286788607507,0
798,2,0,0.08918002699467205,0
799,4,0,0.4234259975378794,0
800,2,0,0.7485201280950462,1
801,3,1,0.8004184963185603,1
802,3,1,0.8224343263140327,1
803,0,1,0.9233662031832545,1
804,0,1,0.9715954407836142,1
805,3,1,0.7858741341280252,1
806,1,0,0.2517548405988506,0
807,0,1,0.782816579567691,1
808,2,1,0.7179531160478667,1
809,3,0,0.10531794364478189,0
810,2,0,0.7179531160478667,1
811,2,0,0.5308589013516738,1
812,2,0,0.7629528617951805,1
813,0,1,0.9715954407836142,1
814,0,1,0.973102900242837,1
815,4,0,0.8429887880635347,1
816,3,1,0.7269035816180862,1
817,2,0,0.32312261511350393,0
818,1,0,0.09873085233847807,0
819,0,1,0.4933773759259168,0
820,3,0,0.04678121387946265,0
821,4,0,0.94033031983595,1
822,2,0,0.4917978624279379,0
823,3,0,0.7214806911257443,1
824,1,1,0.9631430334535223,1
