CryoSleep,Cabin_Region,Age_Group,ShoppingMall,Spend_per_Age,Max_Spa_by_Destination,LuxurySpend,Deck,Mean_Age_by_Deck,RoomService,Spa,HomePlanet,TotalSpend,Max_Spa_by_Deck,Mean_Spend_by_HomePlanet,Mean_Spend_by_Deck,Side,Topology_Cluster
0.0,0.0,4.0,0.0,45.84782608695652,18572.0,2103.0,4.0,30.218442932728646,2103.0,0.0,2.0,2109.0,15586.0,1054.5402384500744,1347.9055177626606,1.0,1.0
0.0,2.0,1.0,0.0,0.0,22408.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
0.0,1.0,2.0,0.0,28.833333333333332,18572.0,865.0,5.0,28.379682679594534,0.0,0.0,0.0,865.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
0.0,5.0,1.0,416.0,40.2,18572.0,388.0,5.0,28.379682679594534,380.0,0.0,0.0,804.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
1.0,2.0,1.0,0.0,0.0,22408.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
0.0,5.0,2.0,408.0,33.38461538461539,18572.0,336.0,5.0,28.379682679594534,131.0,196.0,0.0,868.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
1.0,0.0,4.0,0.0,0.0,22408.0,0.0,2.0,34.472776769509984,0.0,0.0,1.0,0.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,0.0,4.0,0.0,0.0,18572.0,0.0,1.0,33.30937773882559,0.0,0.0,1.0,0.0,19844.0,3425.2754548356206,2969.692375109553,1.0,1.0
0.0,0.0,4.0,0.0,139.90697674418604,22408.0,580.0,1.0,33.30937773882559,0.0,471.0,1.0,6016.0,19844.0,3425.2754548356206,2969.692375109553,0.0,0.0
0.0,0.0,1.0,48.0,60.0625,22408.0,421.0,5.0,28.379682679594534,0.0,20.0,0.0,961.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,2.0,3.0,5.0,24.63888888888889,18572.0,778.0,6.0,24.07696376619942,702.0,76.0,0.0,887.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
1.0,2.0,2.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
1.0,6.0,0.0,0.0,0.0,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,0.0,0.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
1.0,0.0,2.0,0.0,0.0,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,2.0,0.0,13036.0,1054.5402384500744,1022.0041868664609,0.0,0.0
0.0,5.0,5.0,638.0,14.20754716981132,22408.0,115.0,5.0,28.379682679594534,0.0,115.0,0.0,753.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,1.0,2.0,396.0,85.36,22408.0,1738.0,4.0,30.218442932728646,0.0,256.0,2.0,2134.0,15586.0,1054.5402384500744,1347.9055177626606,0.0,0.0
1.0,0.0,1.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
1.0,2.0,1.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,0.0,3.0,0.0,76.175,18572.0,471.0,1.0,33.30937773882559,0.0,234.0,1.0,3047.0,19844.0,3425.2754548356206,2969.692375109553,0.0,0.0
0.0,0.0,1.0,0.0,210.8421052631579,22408.0,514.0,2.0,34.472776769509984,0.0,506.0,1.0,4006.0,22408.0,3425.2754548356206,4009.0916515426497,0.0,0.0
1.0,0.0,2.0,0.0,0.0,22408.0,0.0,2.0,34.472776769509984,0.0,0.0,1.0,0.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
1.0,-1.0,2.0,0.0,0.0,22408.0,0.0,5.0,28.379682679594534,0.0,0.0,1.0,0.0,13036.0,3425.2754548356206,1022.0041868664609,1.0,1.0
0.0,2.0,2.0,5.0,25.8,18572.0,52.0,5.0,28.379682679594534,45.0,7.0,0.0,645.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,2.0,5.0,85.0,26.703703703703702,18572.0,1276.0,5.0,28.379682679594534,19.0,768.0,0.0,1442.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,0.0,2.0,699.0,29.384615384615383,18572.0,65.0,6.0,24.07696376619942,0.0,43.0,0.0,764.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
1.0,0.0,1.0,0.0,0.0,22408.0,0.0,1.0,33.30937773882559,0.0,0.0,1.0,0.0,19844.0,3425.2754548356206,2969.692375109553,0.0,0.0
1.0,-1.0,2.0,0.0,0.0,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,2.0,0.0,13036.0,1054.5402384500744,1022.0041868664609,1.0,1.0
1.0,0.0,3.0,0.0,0.0,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,2.0,0.0,13036.0,1054.5402384500744,1022.0041868664609,0.0,0.0
0.0,0.0,2.0,0.0,299.0869565217391,18572.0,3163.0,3.0,33.37777777777778,0.0,1098.0,1.0,6879.0,13995.0,3425.2754548356206,2327.0472222222224,1.0,1.0
1.0,4.0,2.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
1.0,4.0,2.0,0.0,0.0,22408.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
1.0,0.0,3.0,0.0,0.0,22408.0,0.0,2.0,34.472776769509984,0.0,0.0,1.0,0.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,3.0,2.0,1.0,29.375,18572.0,17.0,6.0,24.07696376619942,16.0,1.0,0.0,705.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
0.0,1.0,2.0,910.0,44.57692307692308,18572.0,249.0,5.0,28.379682679594534,237.0,0.0,0.0,1159.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
0.0,0.0,4.0,0.0,73.52,18572.0,1821.0,4.0,30.218442932728646,0.0,166.0,1.0,3676.0,15586.0,3425.2754548356206,1347.9055177626606,1.0,1.0
0.0,0.0,4.0,0.0,177.95348837209303,18572.0,7636.0,0.0,35.240112994350284,0.0,144.0,1.0,7652.0,11001.0,3425.2754548356206,3367.04802259887,0.0,0.0
0.0,3.0,1.0,0.0,48.5,18572.0,8.0,6.0,24.07696376619942,0.0,8.0,0.0,679.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,1.0,3.0,0.0,534.2941176470588,18572.0,16059.0,4.0,30.218442932728646,0.0,15586.0,1.0,18166.0,15586.0,3425.2754548356206,1347.9055177626606,0.0,0.0
0.0,0.0,4.0,1.0,263.3170731707317,18572.0,10785.0,0.0,35.240112994350284,19.0,4759.0,1.0,10796.0,11001.0,3425.2754548356206,3367.04802259887,0.0,0.0
1.0,0.0,1.0,0.0,0.0,13902.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
0.0,4.0,2.0,690.0,33.08695652173913,22408.0,71.0,5.0,28.379682679594534,30.0,41.0,0.0,761.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,4.0,2.0,715.0,34.142857142857146,22408.0,2.0,5.0,28.379682679594534,0.0,2.0,0.0,717.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,0.0,1.0,1973.0,144.0,22408.0,43.0,5.0,28.379682679594534,4.0,0.0,2.0,2016.0,13036.0,1054.5402384500744,1022.0041868664609,0.0,0.0
0.0,3.0,3.0,545.0,17.43243243243243,22408.0,100.0,5.0,28.379682679594534,85.0,15.0,0.0,645.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,2.0,2.0,0.0,35.59090909090909,18572.0,783.0,6.0,24.07696376619942,582.0,148.0,0.0,783.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
1.0,4.0,5.0,0.0,0.0,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,2.0,0.0,13036.0,1054.5402384500744,1022.0041868664609,1.0,1.0
0.0,4.0,2.0,0.0,126.39285714285714,22408.0,2256.0,6.0,24.07696376619942,0.0,2256.0,0.0,3539.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
1.0,0.0,4.0,0.0,0.0,22408.0,0.0,2.0,34.472776769509984,0.0,0.0,1.0,0.0,22408.0,3425.2754548356206,4009.0916515426497,0.0,0.0
0.0,2.0,1.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
0.0,0.0,4.0,315.0,61.54545454545455,18572.0,274.0,3.0,33.37777777777778,13.0,0.0,2.0,2708.0,13995.0,1054.5402384500744,2327.0472222222224,1.0,1.0
0.0,2.0,1.0,0.0,61.266666666666666,22408.0,875.0,6.0,24.07696376619942,363.0,0.0,0.0,919.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,3.0,3.0,751.0,19.82051282051282,18572.0,22.0,6.0,24.07696376619942,20.0,0.0,0.0,773.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
1.0,3.0,3.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,1.0,2.0,0.0,54.714285714285715,18572.0,1149.0,5.0,28.379682679594534,1146.0,0.0,2.0,1149.0,13036.0,1054.5402384500744,1022.0041868664609,0.0,0.0
0.0,2.0,2.0,0.0,39.11538461538461,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,1017.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
1.0,0.0,2.0,0.0,0.0,22408.0,0.0,2.0,34.472776769509984,0.0,0.0,1.0,0.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,4.0,2.0,0.0,31.09090909090909,18572.0,143.0,5.0,28.379682679594534,0.0,143.0,0.0,684.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,1.0,3.0,26.0,23.36842105263158,18572.0,837.0,6.0,24.07696376619942,28.0,806.0,0.0,888.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,0.0,3.0,124.0,198.9090909090909,18572.0,3072.0,2.0,34.472776769509984,2973.0,57.0,1.0,6564.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
1.0,3.0,1.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
0.0,4.0,3.0,1.0,18.075,18572.0,718.0,6.0,24.07696376619942,266.0,0.0,0.0,723.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
1.0,0.0,2.0,0.0,0.0,18572.0,0.0,1.0,33.30937773882559,0.0,0.0,1.0,0.0,19844.0,3425.2754548356206,2969.692375109553,0.0,0.0
0.0,0.0,2.0,16.0,26.954545454545453,22408.0,577.0,5.0,28.379682679594534,287.0,115.0,0.0,593.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
0.0,1.0,6.0,16.0,13.96923076923077,18572.0,892.0,6.0,24.07696376619942,0.0,733.0,0.0,908.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,4.0,2.0,311.0,58.333333333333336,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,0.0,1400.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,0.0,4.0,0.0,159.53191489361703,18572.0,6934.0,1.0,33.30937773882559,3616.0,15.0,1.0,7498.0,19844.0,3425.2754548356206,2969.692375109553,1.0,1.0
0.0,3.0,3.0,3.0,110.87096774193549,18572.0,3434.0,5.0,28.379682679594534,0.0,3434.0,0.0,3437.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
1.0,1.0,1.0,0.0,0.0,18572.0,0.0,1.0,33.30937773882559,0.0,0.0,1.0,0.0,19844.0,3425.2754548356206,2969.692375109553,1.0,1.0
0.0,5.0,2.0,441.0,37.56521739130435,18572.0,423.0,5.0,28.379682679594534,0.0,0.0,0.0,864.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
1.0,4.0,2.0,0.0,0.0,13902.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
1.0,4.0,3.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,0.0,2.0,2695.0,123.27272727272727,13902.0,17.0,5.0,28.379682679594534,15.0,2.0,0.0,2712.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
0.0,0.0,3.0,130.0,80.84210526315789,22408.0,1563.0,0.0,35.240112994350284,0.0,1488.0,1.0,3072.0,11001.0,3425.2754548356206,3367.04802259887,0.0,0.0
0.0,0.0,3.0,0.0,104.375,18572.0,1775.0,2.0,34.472776769509984,0.0,97.0,1.0,3340.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,0.0,2.0,0.0,0.0,18572.0,0.0,3.0,33.37777777777778,0.0,0.0,2.0,0.0,13995.0,1054.5402384500744,2327.0472222222224,0.0,0.0
0.0,3.0,2.0,1320.0,48.142857142857146,18572.0,28.0,5.0,28.379682679594534,2.0,0.0,2.0,1348.0,13036.0,1054.5402384500744,1022.0041868664609,0.0,0.0
0.0,0.0,2.0,1.0,45.357142857142854,18572.0,1227.0,5.0,28.379682679594534,1227.0,0.0,2.0,1270.0,13036.0,1054.5402384500744,1022.0041868664609,1.0,1.0
1.0,0.0,3.0,0.0,0.0,22408.0,0.0,2.0,34.472776769509984,0.0,0.0,1.0,0.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,4.0,4.0,0.0,22.463414634146343,18572.0,921.0,5.0,28.379682679594534,862.0,0.0,0.0,921.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,0.0,3.0,0.0,194.8,22408.0,6796.0,2.0,34.472776769509984,0.0,3028.0,1.0,6818.0,22408.0,3425.2754548356206,4009.0916515426497,0.0,0.0
0.0,0.0,3.0,0.0,82.625,18572.0,797.0,2.0,34.472776769509984,0.0,103.0,1.0,2644.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,0.0,0.0,0.0,0.0,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,2.0,0.0,13036.0,1054.5402384500744,1022.0041868664609,0.0,0.0
1.0,3.0,1.0,0.0,0.0,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,2.0,0.0,13036.0,1054.5402384500744,1022.0041868664609,0.0,0.0
0.0,5.0,1.0,7.0,38.73684210526316,18572.0,595.0,5.0,28.379682679594534,595.0,0.0,0.0,736.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
0.0,4.0,4.0,35.0,21.38095238095238,18572.0,863.0,5.0,28.379682679594534,18.0,0.0,0.0,898.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
0.0,1.0,1.0,0.0,33.473684210526315,13902.0,217.0,5.0,28.379682679594534,9.0,201.0,0.0,636.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,3.0,4.0,0.0,18.183673469387756,18572.0,781.0,5.0,28.379682679594534,83.0,690.0,0.0,891.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,4.0,3.0,0.0,30.0,18572.0,201.0,6.0,24.07696376619942,201.0,0.0,0.0,1020.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
1.0,0.0,4.0,0.0,0.0,22408.0,0.0,1.0,33.30937773882559,0.0,0.0,1.0,0.0,19844.0,3425.2754548356206,2969.692375109553,1.0,1.0
1.0,2.0,0.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,1.0,2.0,1.0,35.77272727272727,18572.0,180.0,4.0,30.218442932728646,42.0,38.0,0.0,787.0,15586.0,702.7964490423599,1347.9055177626606,1.0,1.0
0.0,1.0,5.0,117.0,16.254901960784313,22408.0,712.0,4.0,30.218442932728646,0.0,712.0,0.0,829.0,15586.0,702.7964490423599,1347.9055177626606,1.0,1.0
0.0,4.0,3.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
1.0,3.0,0.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,5.0,2.0,977.0,94.6,18572.0,749.0,5.0,28.379682679594534,745.0,4.0,2.0,2365.0,13036.0,1054.5402384500744,1022.0041868664609,1.0,1.0
0.0,0.0,5.0,0.0,82.16363636363636,18572.0,1666.0,1.0,33.30937773882559,0.0,0.0,1.0,4519.0,19844.0,3425.2754548356206,2969.692375109553,1.0,1.0
0.0,1.0,1.0,158.0,203.6315789473684,18572.0,3711.0,4.0,30.218442932728646,3591.0,0.0,2.0,3869.0,15586.0,1054.5402384500744,1347.9055177626606,0.0,0.0
1.0,2.0,3.0,0.0,0.0,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,2.0,0.0,13036.0,1054.5402384500744,1022.0041868664609,1.0,1.0
0.0,1.0,2.0,0.0,52.61538461538461,13902.0,1357.0,5.0,28.379682679594534,0.0,13.0,0.0,1368.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
1.0,-1.0,3.0,0.0,0.0,22408.0,0.0,5.0,28.379682679594534,0.0,0.0,1.0,0.0,13036.0,3425.2754548356206,1022.0041868664609,1.0,1.0
1.0,0.0,2.0,0.0,0.0,18572.0,0.0,2.0,34.472776769509984,0.0,0.0,1.0,0.0,22408.0,3425.2754548356206,4009.0916515426497,0.0,0.0
1.0,0.0,4.0,0.0,0.0,18572.0,0.0,1.0,33.30937773882559,0.0,0.0,1.0,0.0,19844.0,3425.2754548356206,2969.692375109553,1.0,1.0
0.0,1.0,4.0,12.0,18.674418604651162,18572.0,488.0,5.0,28.379682679594534,10.0,0.0,0.0,803.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,0.0,3.0,448.0,25.03030303030303,22408.0,61.0,4.0,30.218442932728646,58.0,3.0,0.0,826.0,15586.0,702.7964490423599,1347.9055177626606,0.0,0.0
0.0,2.0,2.0,7.0,45.833333333333336,18572.0,339.0,5.0,28.379682679594534,339.0,0.0,0.0,1100.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
1.0,2.0,0.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
0.0,0.0,3.0,0.0,165.51612903225808,22408.0,2580.0,1.0,33.30937773882559,728.0,48.0,1.0,5131.0,19844.0,3425.2754548356206,2969.692375109553,0.0,0.0
0.0,2.0,3.0,0.0,26.774193548387096,18572.0,830.0,5.0,28.379682679594534,513.0,0.0,0.0,830.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
0.0,0.0,2.0,0.0,29.434782608695652,18572.0,672.0,6.0,24.07696376619942,0.0,320.0,0.0,677.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,0.0,5.0,0.0,55.94642857142857,18572.0,2287.0,0.0,35.240112994350284,0.0,263.0,1.0,3133.0,11001.0,3425.2754548356206,3367.04802259887,0.0,0.0
0.0,5.0,2.0,0.0,87.71428571428571,22408.0,1842.0,5.0,28.379682679594534,1842.0,0.0,0.0,1842.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
0.0,0.0,2.0,0.0,192.75,18572.0,4283.0,4.0,30.218442932728646,3.0,4280.0,1.0,4626.0,15586.0,3425.2754548356206,1347.9055177626606,0.0,0.0
0.0,1.0,1.0,367.0,56.5,18572.0,28.0,4.0,30.218442932728646,28.0,0.0,0.0,791.0,15586.0,702.7964490423599,1347.9055177626606,1.0,1.0
0.0,0.0,3.0,870.0,148.32258064516128,18572.0,3586.0,0.0,35.240112994350284,0.0,89.0,1.0,4598.0,11001.0,3425.2754548356206,3367.04802259887,1.0,1.0
0.0,5.0,0.0,0.0,0.0,18572.0,0.0,5.0,28.379682679594534,0.0,0.0,2.0,0.0,13036.0,1054.5402384500744,1022.0041868664609,0.0,0.0
1.0,0.0,3.0,0.0,0.0,18572.0,0.0,2.0,34.472776769509984,0.0,0.0,1.0,0.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,0.0,2.0,0.0,949.6521739130435,18572.0,10248.0,1.0,33.30937773882559,0.0,10247.0,1.0,21842.0,19844.0,3425.2754548356206,2969.692375109553,1.0,1.0
1.0,3.0,3.0,0.0,0.0,13902.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,3.0,6.0,555.0,15.348484848484848,18572.0,458.0,6.0,24.07696376619942,458.0,0.0,0.0,1013.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
0.0,0.0,5.0,0.0,48.54237288135593,18572.0,1791.0,2.0,34.472776769509984,0.0,803.0,1.0,2864.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,3.0,3.0,655.0,39.666666666666664,18572.0,654.0,5.0,28.379682679594534,654.0,0.0,2.0,1309.0,13036.0,1054.5402384500744,1022.0041868664609,1.0,1.0
0.0,5.0,3.0,0.0,46.67741935483871,18572.0,695.0,5.0,28.379682679594534,8.0,0.0,0.0,1447.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,3.0,3.0,0.0,30.87878787878788,18572.0,776.0,6.0,24.07696376619942,0.0,0.0,0.0,1019.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
0.0,1.0,0.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,0.0,0.0
1.0,0.0,5.0,0.0,0.0,22408.0,0.0,2.0,34.472776769509984,0.0,0.0,1.0,0.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,1.0,3.0,0.0,19.41176470588235,22408.0,660.0,4.0,30.218442932728646,0.0,436.0,0.0,660.0,15586.0,702.7964490423599,1347.9055177626606,1.0,1.0
1.0,1.0,1.0,0.0,0.0,18572.0,0.0,6.0,24.07696376619942,0.0,0.0,0.0,0.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
0.0,4.0,2.0,0.0,40.666666666666664,18572.0,854.0,6.0,24.07696376619942,11.0,843.0,0.0,854.0,5577.0,702.7964490423599,377.89394340121663,1.0,1.0
1.0,0.0,2.0,0.0,0.0,22408.0,0.0,1.0,33.30937773882559,0.0,0.0,1.0,0.0,19844.0,3425.2754548356206,2969.692375109553,1.0,1.0
0.0,0.0,1.0,0.0,398.25,22408.0,3471.0,2.0,34.472776769509984,0.0,11.0,1.0,7965.0,22408.0,3425.2754548356206,4009.0916515426497,1.0,1.0
0.0,5.0,2.0,72.0,30.304347826086957,18572.0,625.0,5.0,28.379682679594534,4.0,21.0,0.0,697.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
0.0,0.0,0.0,0.0,0.0,22408.0,0.0,5.0,28.379682679594534,0.0,0.0,2.0,0.0,13036.0,1054.5402384500744,1022.0041868664609,1.0,1.0
0.0,4.0,2.0,0.0,26.814814814814813,18572.0,58.0,5.0,28.379682679594534,0.0,0.0,0.0,724.0,13036.0,702.7964490423599,1022.0041868664609,0.0,0.0
0.0,0.0,3.0,0.0,800.2162162162163,22408.0,17428.0,1.0,33.30937773882559,29.0,93.0,1.0,29608.0,19844.0,3425.2754548356206,2969.692375109553,0.0,0.0
0.0,-1.0,2.0,0.0,30.0,22408.0,739.0,5.0,28.379682679594534,12.0,103.0,0.0,810.0,13036.0,702.7964490423599,1022.0041868664609,1.0,1.0
